source,target,friendship
132646210,17839109,SourceToTarget
132646210,36417099,SourceToTarget
132646210,91168371,SourceToTarget
132646210,19677430,SourceToTarget
132646210,547871798,SourceToTarget
132646210,1111315973125169152,SourceToTarget
132646210,4863093417,SourceToTarget
132646210,5734242,SourceToTarget
132646210,22597445,SourceToTarget
132646210,46922123,SourceToTarget
132646210,140093780,SourceToTarget
132646210,40030538,SourceToTarget
132646210,331076291,SourceToTarget
132646210,22026924,SourceToTarget
132646210,17078917,SourceToTarget
132646210,318093688,SourceToTarget
132646210,224495471,SourceToTarget
132646210,178976408,SourceToTarget
132646210,160741955,SourceToTarget
132646210,1264027207447371776,SourceToTarget
132646210,49977240,SourceToTarget
132646210,41828876,SourceToTarget
132646210,303048766,SourceToTarget
132646210,172179385,SourceToTarget
132646210,3411494596,SourceToTarget
132646210,940445534556364800,SourceToTarget
132646210,136756365,SourceToTarget
132646210,22952866,SourceToTarget
132646210,56318966,SourceToTarget
132646210,216016685,SourceToTarget
132646210,596203049,SourceToTarget
132646210,1259983955408744449,SourceToTarget
132646210,2183611873,SourceToTarget
132646210,71306406,SourceToTarget
132646210,364593753,SourceToTarget
132646210,2859456143,SourceToTarget
132646210,772574162,SourceToTarget
132646210,829881163472916481,SourceToTarget
132646210,45675087,SourceToTarget
132646210,605012771,SourceToTarget
132646210,266028681,SourceToTarget
132646210,84653850,SourceToTarget
132646210,1290762290224984064,SourceToTarget
132646210,24603962,SourceToTarget
132646210,56741675,SourceToTarget
132646210,1127358323051749378,SourceToTarget
132646210,44106240,SourceToTarget
132646210,278359534,SourceToTarget
132646210,25268217,SourceToTarget
132646210,21573326,SourceToTarget
132646210,1094048100564365312,SourceToTarget
132646210,3186534415,SourceToTarget
132646210,81381560,SourceToTarget
132646210,909404434723213312,SourceToTarget
132646210,751506263792582656,SourceToTarget
132646210,296312612,SourceToTarget
132646210,85307840,SourceToTarget
132646210,312121622,SourceToTarget
132646210,47325650,SourceToTarget
132646210,7466492,SourceToTarget
132646210,84404991,SourceToTarget
132646210,41694589,SourceToTarget
132646210,2821616774,SourceToTarget
132646210,2797567802,SourceToTarget
132646210,1038834447540531202,SourceToTarget
132646210,3988959013,SourceToTarget
132646210,825382759,SourceToTarget
132646210,1084212657761148928,SourceToTarget
132646210,762093631,SourceToTarget
132646210,4083688114,SourceToTarget
132646210,257618993,SourceToTarget
132646210,70819203,SourceToTarget
132646210,1217315090,SourceToTarget
132646210,710755931227824128,SourceToTarget
132646210,162124540,SourceToTarget
132646210,87476034,SourceToTarget
132646210,39547749,SourceToTarget
132646210,1143038206335737856,SourceToTarget
132646210,823957466,SourceToTarget
132646210,12031032,SourceToTarget
132646210,260971421,SourceToTarget
132646210,27131901,SourceToTarget
132646210,3780315496,SourceToTarget
132646210,3549187454,SourceToTarget
132646210,1154319646780272641,SourceToTarget
132646210,1229540217595387904,SourceToTarget
132646210,419395379,SourceToTarget
132646210,346400805,SourceToTarget
132646210,2986305078,SourceToTarget
132646210,872274950,SourceToTarget
132646210,2303160649,SourceToTarget
132646210,1123336792021897216,SourceToTarget
132646210,2869101210,SourceToTarget
132646210,17118060,SourceToTarget
132646210,274609987,SourceToTarget
132646210,897060827316072448,SourceToTarget
132646210,373951619,SourceToTarget
132646210,807261497500069888,SourceToTarget
132646210,1044869316288696320,SourceToTarget
132646210,1184821524534059008,SourceToTarget
132646210,33861957,SourceToTarget
132646210,113125584,SourceToTarget
132646210,2540678306,SourceToTarget
132646210,33836629,SourceToTarget
132646210,46668733,SourceToTarget
132646210,838601156737654784,SourceToTarget
132646210,139008774,SourceToTarget
132646210,38140504,SourceToTarget
132646210,220139885,SourceToTarget
132646210,905687730843037696,SourceToTarget
132646210,922354202088759296,SourceToTarget
132646210,18033313,SourceToTarget
132646210,126132953,SourceToTarget
132646210,2575365842,SourceToTarget
132646210,2607616422,SourceToTarget
132646210,1039052508193284096,SourceToTarget
132646210,3248357604,SourceToTarget
132646210,264501255,SourceToTarget
132646210,736667972123512832,SourceToTarget
132646210,2280952807,SourceToTarget
132646210,1037548569467731968,SourceToTarget
132646210,720389270335135745,SourceToTarget
132646210,22129782,SourceToTarget
132646210,887535601,SourceToTarget
132646210,238024065,SourceToTarget
132646210,1991321,SourceToTarget
132646210,1031837755234549760,SourceToTarget
132646210,1617382039,SourceToTarget
132646210,721931072,SourceToTarget
132646210,16632955,SourceToTarget
132646210,317169230,SourceToTarget
132646210,928760788306878464,SourceToTarget
132646210,955599008,SourceToTarget
132646210,810173876466515968,SourceToTarget
132646210,1060157776477982721,SourceToTarget
132646210,1055893919597133824,SourceToTarget
132646210,1035524448319885312,SourceToTarget
132646210,919860212,SourceToTarget
132646210,455428885,SourceToTarget
132646210,1412036527,SourceToTarget
132646210,1017373138500378624,SourceToTarget
132646210,118056286,SourceToTarget
132646210,591797093,SourceToTarget
132646210,96962998,SourceToTarget
132646210,2329817887,SourceToTarget
132646210,174083824,SourceToTarget
132646210,997784960,SourceToTarget
132646210,191723833,SourceToTarget
132646210,17053944,SourceToTarget
132646210,16110508,SourceToTarget
132646210,14862794,SourceToTarget
132646210,15926727,SourceToTarget
132646210,842043337687289856,SourceToTarget
132646210,792460428005605376,SourceToTarget
132646210,879014078932504577,SourceToTarget
132646210,848799224854609920,SourceToTarget
132646210,322711407,SourceToTarget
132646210,2459299508,SourceToTarget
132646210,966411199649808386,SourceToTarget
132646210,72474729,SourceToTarget
132646210,32872183,SourceToTarget
132646210,984135577208373249,SourceToTarget
132646210,1011316249274540033,SourceToTarget
132646210,48062712,SourceToTarget
132646210,54163837,SourceToTarget
132646210,911297187664949248,SourceToTarget
132646210,2575124365,SourceToTarget
132646210,989428140433866752,SourceToTarget
132646210,984275749824638976,SourceToTarget
132646210,3235806942,SourceToTarget
132646210,862356144748204032,SourceToTarget
132646210,610026759,SourceToTarget
132646210,964589615230337024,SourceToTarget
132646210,409890910,SourceToTarget
132646210,785618379201654784,SourceToTarget
132646210,33474334,SourceToTarget
132646210,877886035,SourceToTarget
132646210,739854925560156160,SourceToTarget
132646210,900040284616114176,SourceToTarget
132646210,763432576375779328,SourceToTarget
132646210,898565245484105732,SourceToTarget
132646210,735447938214678529,SourceToTarget
132646210,106856453,SourceToTarget
132646210,2839825685,SourceToTarget
132646210,54817041,SourceToTarget
132646210,3415864408,SourceToTarget
132646210,1149491203,SourceToTarget
132646210,846672306378326016,SourceToTarget
132646210,446719282,SourceToTarget
132646210,804701761017671680,SourceToTarget
132646210,342578839,SourceToTarget
132646210,382158989,SourceToTarget
132646210,4027105402,SourceToTarget
132646210,9430302,SourceToTarget
132646210,833967951447486465,SourceToTarget
132646210,33284619,SourceToTarget
132646210,16851370,SourceToTarget
132646210,3482836634,SourceToTarget
132646210,16319797,SourceToTarget
132646210,29735775,SourceToTarget
132646210,305431714,SourceToTarget
132646210,784083274805248000,SourceToTarget
132646210,1434631356,SourceToTarget
132646210,3732176255,SourceToTarget
132646210,98966111,SourceToTarget
132646210,257544772,SourceToTarget
132646210,2153743237,SourceToTarget
132646210,539946626,SourceToTarget
132646210,2354542969,SourceToTarget
132646210,706980266879946752,SourceToTarget
132646210,22514268,SourceToTarget
132646210,743340014214352896,SourceToTarget
132646210,412155441,SourceToTarget
132646210,246713978,SourceToTarget
132646210,150622632,SourceToTarget
132646210,1173370158,SourceToTarget
132646210,294652384,SourceToTarget
132646210,14968475,SourceToTarget
132646210,40156543,SourceToTarget
132646210,89774258,SourceToTarget
132646210,17002009,SourceToTarget
132646210,1014471,SourceToTarget
132646210,15166546,SourceToTarget
132646210,18059898,SourceToTarget
132646210,206743057,SourceToTarget
132646210,2821170946,SourceToTarget
132646210,14667411,SourceToTarget
132646210,93655722,SourceToTarget
132646210,112202046,SourceToTarget
132646210,277516046,SourceToTarget
132646210,402143587,SourceToTarget
132646210,375007888,SourceToTarget
132646210,4702018489,SourceToTarget
132646210,3246646347,SourceToTarget
132646210,3270678680,SourceToTarget
132646210,2188930908,SourceToTarget
132646210,3107101390,SourceToTarget
132646210,17076940,SourceToTarget
132646210,80446199,SourceToTarget
132646210,4194417913,SourceToTarget
132646210,4398626122,SourceToTarget
132646210,1442906958,SourceToTarget
132646210,1237393394,SourceToTarget
132646210,9316452,SourceToTarget
132646210,3395161438,SourceToTarget
132646210,243479125,SourceToTarget
132646210,2199531518,SourceToTarget
132646210,21003382,SourceToTarget
132646210,144947577,SourceToTarget
132646210,2895770934,SourceToTarget
132646210,55517828,SourceToTarget
132646210,2713275441,SourceToTarget
132646210,3091376321,SourceToTarget
132646210,451148485,SourceToTarget
132646210,1175299088,SourceToTarget
132646210,158789494,SourceToTarget
132646210,2815077014,SourceToTarget
132646210,2851178794,SourceToTarget
132646210,272065025,SourceToTarget
132646210,21308312,SourceToTarget
132646210,76679840,SourceToTarget
132646210,2273201773,SourceToTarget
132646210,20644989,SourceToTarget
132646210,18675332,SourceToTarget
132646210,597499972,SourceToTarget
132646210,104211492,SourceToTarget
132646210,193227076,SourceToTarget
132646210,308578864,SourceToTarget
132646210,46496916,SourceToTarget
132646210,804683646,SourceToTarget
132646210,22994885,SourceToTarget
132646210,59263220,SourceToTarget
132646210,384747822,SourceToTarget
132646210,29951831,SourceToTarget
132646210,19739240,SourceToTarget
132646210,82573938,SourceToTarget
132646210,44217911,SourceToTarget
132646210,2776164847,SourceToTarget
132646210,2341772972,SourceToTarget
132646210,507185539,SourceToTarget
132646210,1617314359,SourceToTarget
132646210,240867778,SourceToTarget
132646210,123846556,SourceToTarget
132646210,483150865,SourceToTarget
132646210,158342368,SourceToTarget
132646210,589300441,SourceToTarget
132646210,271243941,SourceToTarget
132646210,635986661,SourceToTarget
132646210,2239194271,SourceToTarget
132646210,372730608,SourceToTarget
132646210,2383802810,SourceToTarget
132646210,1167604898,SourceToTarget
132646210,435462176,SourceToTarget
132646210,72386774,SourceToTarget
132646210,204297410,SourceToTarget
132646210,27990587,SourceToTarget
132646210,6844292,SourceToTarget
132646210,190754693,SourceToTarget
132646210,138840988,SourceToTarget
132646210,2245759994,SourceToTarget
132646210,1894231788,SourceToTarget
132646210,204718713,SourceToTarget
132646210,143319983,SourceToTarget
132646210,66322723,SourceToTarget
132646210,325755342,SourceToTarget
132646210,2166992210,SourceToTarget
132646210,1432662902,SourceToTarget
132646210,871687740,SourceToTarget
132646210,99473901,SourceToTarget
132646210,1382732563,SourceToTarget
132646210,1562578862,SourceToTarget
132646210,755397390,SourceToTarget
132646210,10313732,SourceToTarget
132646210,14697496,SourceToTarget
132646210,279084731,SourceToTarget
132646210,103810205,SourceToTarget
132646210,73719913,SourceToTarget
132646210,39321347,SourceToTarget
132646210,1077633912,SourceToTarget
132646210,117553058,SourceToTarget
132646210,953752657,SourceToTarget
132646210,438301250,SourceToTarget
132646210,27104786,SourceToTarget
132646210,861246336,SourceToTarget
132646210,891731882,SourceToTarget
132646210,17503180,SourceToTarget
132646210,45820175,SourceToTarget
132646210,16687314,SourceToTarget
132646210,109598348,SourceToTarget
132646210,344956335,SourceToTarget
132646210,976373610,SourceToTarget
132646210,24989839,SourceToTarget
132646210,153439378,SourceToTarget
132646210,139355216,SourceToTarget
132646210,20621579,SourceToTarget
132646210,14553715,SourceToTarget
132646210,18384521,SourceToTarget
132646210,313444531,SourceToTarget
132646210,412270831,SourceToTarget
132646210,115763683,SourceToTarget
132646210,9632312,SourceToTarget
132646210,7170942,SourceToTarget
132646210,5765972,SourceToTarget
132646210,6057982,SourceToTarget
132646210,43973475,SourceToTarget
132646210,16946380,SourceToTarget
132646210,3304471,SourceToTarget
132646210,146734981,SourceToTarget
132646210,29959702,SourceToTarget
132646210,822659,SourceToTarget
132646210,99023044,SourceToTarget
132646210,93873778,SourceToTarget
132646210,11990112,SourceToTarget
132646210,105925630,SourceToTarget
132646210,372830899,SourceToTarget
132646210,43652382,SourceToTarget
132646210,93494670,SourceToTarget
132646210,174072879,SourceToTarget
132646210,16948477,SourceToTarget
132646210,14065835,SourceToTarget
132646210,70478255,SourceToTarget
132646210,399089660,SourceToTarget
132646210,419071399,SourceToTarget
132646210,118263124,SourceToTarget
132646210,393652166,SourceToTarget
132646210,403731744,SourceToTarget
132646210,106418930,SourceToTarget
132646210,131498466,SourceToTarget
132646210,20167623,SourceToTarget
132646210,352053266,SourceToTarget
132646210,22749856,SourceToTarget
132646210,36515907,SourceToTarget
132646210,295344317,SourceToTarget
132646210,81875677,SourceToTarget
132646210,220145170,SourceToTarget
132646210,10695152,SourceToTarget
132646210,278482863,SourceToTarget
132646210,5108051,SourceToTarget
132646210,299858686,SourceToTarget
132646210,317727341,SourceToTarget
132646210,61449317,SourceToTarget
132646210,18318677,SourceToTarget
132646210,114045446,SourceToTarget
132646210,91367103,SourceToTarget
132646210,10759032,SourceToTarget
132646210,42399260,SourceToTarget
132646210,103989154,SourceToTarget
132646210,783214,SourceToTarget
132646210,297091554,SourceToTarget
132646210,125792630,SourceToTarget
132646210,167169119,SourceToTarget
132646210,197313522,SourceToTarget
132646210,633,SourceToTarget
132646210,9320372,SourceToTarget
132646210,271909348,SourceToTarget
132646210,765548,SourceToTarget
132646210,23973296,SourceToTarget
132646210,11595422,SourceToTarget
132646210,41259586,SourceToTarget
132646210,47602120,SourceToTarget
132646210,114485232,SourceToTarget
132646210,8077952,SourceToTarget
132646210,21457289,SourceToTarget
132646210,112415325,SourceToTarget
132646210,45598113,SourceToTarget
132646210,17707080,SourceToTarget
132646210,88727377,SourceToTarget
132646210,33838201,SourceToTarget
132646210,11669522,SourceToTarget
132646210,18464317,SourceToTarget
132646210,17305888,SourceToTarget
132646210,11867332,SourceToTarget
132646210,17157367,SourceToTarget
132646210,59504716,SourceToTarget
132646210,20536157,SourceToTarget
132646210,1770311,SourceToTarget
132646210,84560631,SourceToTarget
132646210,15492359,SourceToTarget
18932422,1527607790,Both
18932422,125483940,Both
18932422,46131106,Both
18932422,890413838578966528,TargetToSource
18932422,21133730,SourceToTarget
18932422,2206179206,TargetToSource
18932422,114146587,Both
18932422,269301403,Both
18932422,242868086,SourceToTarget
18932422,229601276,SourceToTarget
18932422,101045085,Both
18932422,87473622,SourceToTarget
18932422,2998896042,SourceToTarget
18932422,1070321898951753728,SourceToTarget
18932422,1189744336415723520,SourceToTarget
18932422,54875928,Both
18932422,65915718,Both
18932422,15159648,Both
18932422,20499721,SourceToTarget
18932422,1339637532,Both
18932422,216939636,SourceToTarget
18932422,2190533245,Both
18932422,121709074,SourceToTarget
18932422,393956778,SourceToTarget
18932422,8143682,SourceToTarget
18932422,799830497065050112,SourceToTarget
18932422,48677032,Both
18932422,18417153,Both
18932422,15455450,Both
18932422,251614179,Both
18932422,3128829965,Both
18932422,4188048952,TargetToSource
18932422,305474242,SourceToTarget
18932422,78269677,Both
18932422,82774113,SourceToTarget
18932422,193309907,Both
18932422,1477918760,TargetToSource
18932422,514667085,TargetToSource
18932422,257691637,TargetToSource
18932422,40576466,SourceToTarget
18932422,13568892,SourceToTarget
18932422,78969930,Both
18932422,2165646554,SourceToTarget
18932422,130671142,Both
18932422,28776166,SourceToTarget
18932422,2309104237,TargetToSource
18932422,3332231,SourceToTarget
18932422,920700510306529280,TargetToSource
18932422,923649456981135367,Both
18932422,917738789233217536,SourceToTarget
18932422,94732055,TargetToSource
18932422,14451127,Both
18932422,341000847,Both
18932422,66722583,Both
18932422,771681197781053440,SourceToTarget
18932422,810893744593584128,Both
18932422,1086604922,SourceToTarget
18932422,356775978,SourceToTarget
18932422,717348489215262724,SourceToTarget
18932422,406303880,TargetToSource
18932422,273561140,SourceToTarget
18932422,2438493248,SourceToTarget
18932422,1028693496,SourceToTarget
18932422,127894322,Both
18932422,4833032980,SourceToTarget
18932422,2601589496,Both
18932422,4149032843,Both
18932422,202853969,Both
18932422,3099020035,SourceToTarget
18932422,21192987,TargetToSource
18932422,427431943,SourceToTarget
18932422,2226776658,Both
18932422,25134469,Both
18932422,201275909,Both
18932422,3946229836,SourceToTarget
18932422,3916694415,Both
18932422,384127183,Both
18932422,466894113,Both
18932422,400804254,Both
18932422,14761223,Both
18932422,3041372326,Both
18932422,485865743,Both
18932422,3364147025,SourceToTarget
18932422,16868154,Both
18932422,92071137,SourceToTarget
18932422,2550133394,SourceToTarget
18932422,2515540081,Both
18932422,93781753,Both
18932422,496430086,Both
18932422,217377296,Both
18932422,2422189058,SourceToTarget
18932422,32942338,Both
18932422,338989477,Both
18932422,2155233830,SourceToTarget
18932422,1850752598,Both
18932422,2475224005,Both
18932422,32193354,SourceToTarget
18932422,544737616,Both
18932422,495430242,Both
18932422,144779689,Both
18932422,44973000,Both
18932422,26711278,SourceToTarget
18932422,4893681,TargetToSource
18932422,151303125,Both
18932422,175011974,Both
18932422,1322931373,TargetToSource
18932422,1002193231,TargetToSource
18932422,181954043,SourceToTarget
18932422,25481069,Both
18932422,887159288,SourceToTarget
18932422,97880420,SourceToTarget
18932422,538326631,Both
18932422,17773969,SourceToTarget
18932422,551951577,TargetToSource
18932422,115091858,Both
18932422,17743823,Both
18932422,147949965,Both
18932422,201194687,SourceToTarget
18932422,40389352,SourceToTarget
18932422,393675585,Both
18932422,249661913,Both
18932422,209100025,TargetToSource
18932422,333597222,SourceToTarget
18932422,116897811,TargetToSource
18932422,7295362,SourceToTarget
18932422,30339571,SourceToTarget
18932422,91440853,SourceToTarget
18932422,153327232,SourceToTarget
18932422,748315519674048512,TargetToSource
18932422,3761306416,Both
18932422,549833457,SourceToTarget
18932422,47605273,SourceToTarget
18932422,1121934716,Both
18932422,119512412,Both
18932422,720212700,Both
18932422,15378449,Both
18932422,11892372,Both
18932422,3130629970,SourceToTarget
18932422,3074437553,SourceToTarget
18932422,2769983813,SourceToTarget
18932422,59481357,SourceToTarget
18932422,17839109,SourceToTarget
18932422,2178067878,SourceToTarget
18932422,36417099,SourceToTarget
18932422,1365711606,TargetToSource
18932422,91168371,SourceToTarget
18932422,19677430,Both
18932422,332134740,Both
18932422,1972411447,TargetToSource
18932422,52059998,Both
18932422,190161488,SourceToTarget
18932422,293483941,SourceToTarget
18932422,91697719,Both
18932422,2988561009,Both
18932422,950377242483343360,TargetToSource
18932422,4863093417,Both
18932422,2924886188,Both
18932422,3095317209,Both
18932422,153764165,Both
18932422,386908329,TargetToSource
18932422,2826508686,Both
18932422,203070657,Both
18932422,3513346942,TargetToSource
18932422,3510179057,TargetToSource
18932422,5734242,Both
18932422,3331252607,Both
18932422,2926864059,Both
18932422,39048846,Both
18932422,1527461,Both
18932422,2346714074,Both
18932422,216703645,Both
18932422,17554109,Both
18932422,22597445,Both
18932422,46922123,Both
18932422,140093780,Both
18932422,3035143127,Both
18932422,533149076,Both
18932422,500950174,Both
18932422,3145021135,TargetToSource
18932422,469119337,Both
18932422,36448779,Both
18932422,126352685,Both
18932422,3130548765,Both
18932422,40030538,Both
18932422,828489290,TargetToSource
18932422,2700931729,TargetToSource
18932422,301941645,Both
18932422,2568478126,TargetToSource
18932422,2587811778,TargetToSource
18932422,2457267950,Both
18932422,331076291,Both
18932422,2318099514,Both
18932422,248135933,Both
18932422,127489643,Both
18932422,22026924,Both
18932422,146159328,Both
18932422,17078917,Both
18932422,237738266,Both
18932422,17076764,Both
18932422,831922344,Both
18932422,604779041,TargetToSource
18932422,108441778,TargetToSource
18932422,70422392,TargetToSource
18932422,350152586,TargetToSource
18932422,68475307,TargetToSource
18932422,400831970,TargetToSource
18932422,14266044,Both
18932422,18115497,TargetToSource
18932422,66369383,Both
18932422,14488805,Both
18932422,55044770,TargetToSource
18932422,60884801,TargetToSource
18932422,53654934,Both
18932422,6763242,TargetToSource
18932422,49945724,TargetToSource
18932422,7415172,TargetToSource
18932422,751506263792582656,SourceToTarget
18932422,296312612,SourceToTarget
18932422,220139885,SourceToTarget
18932422,2607616422,SourceToTarget
18932422,264501255,SourceToTarget
18932422,862356144748204032,SourceToTarget
18932422,33474334,SourceToTarget
18932422,106856453,SourceToTarget
18932422,3415864408,SourceToTarget
18932422,1149491203,SourceToTarget
18932422,804701761017671680,SourceToTarget
18932422,382158989,SourceToTarget
18932422,9430302,SourceToTarget
18932422,1434631356,SourceToTarget
18932422,2354542969,SourceToTarget
18932422,706980266879946752,SourceToTarget
18932422,40156543,SourceToTarget
18932422,89774258,SourceToTarget
18932422,17002009,SourceToTarget
18932422,18059898,SourceToTarget
18932422,375007888,SourceToTarget
18932422,3107101390,SourceToTarget
18932422,17076940,SourceToTarget
18932422,1237393394,SourceToTarget
18932422,3395161438,SourceToTarget
18932422,21003382,SourceToTarget
18932422,55517828,SourceToTarget
18932422,2815077014,SourceToTarget
18932422,21308312,SourceToTarget
18932422,76679840,SourceToTarget
18932422,2273201773,SourceToTarget
18932422,59263220,SourceToTarget
18932422,123846556,SourceToTarget
18932422,589300441,SourceToTarget
18932422,271243941,SourceToTarget
18932422,1562578862,SourceToTarget
18932422,755397390,SourceToTarget
18932422,115763683,SourceToTarget
18932422,3304471,SourceToTarget
18932422,93494670,SourceToTarget
18932422,118263124,SourceToTarget
18932422,393652166,SourceToTarget
18932422,352053266,SourceToTarget
18932422,10695152,SourceToTarget
18932422,91367103,SourceToTarget
18932422,10759032,SourceToTarget
18932422,47602120,SourceToTarget
18932422,114485232,SourceToTarget
18932422,21457289,SourceToTarget
18932422,17707080,SourceToTarget
18932422,88727377,SourceToTarget
18932422,33838201,SourceToTarget
18932422,17157367,SourceToTarget
18932422,59504716,SourceToTarget
18932422,20536157,SourceToTarget
18932422,15492359,SourceToTarget
18932422,139811295,SourceToTarget
18932422,8220532,SourceToTarget
18932422,45303184,SourceToTarget
18932422,3107826244,SourceToTarget
18932422,1891806212,SourceToTarget
18932422,95196023,SourceToTarget
18932422,28165790,SourceToTarget
18932422,16976496,SourceToTarget
18932422,2329921,SourceToTarget
18932422,13056322,SourceToTarget
18932422,85648537,SourceToTarget
18932422,870362407,SourceToTarget
18932422,2645602164,SourceToTarget
18932422,2251623492,SourceToTarget
18932422,910827588,SourceToTarget
18932422,41667342,SourceToTarget
18932422,354847710,SourceToTarget
18932422,28822067,SourceToTarget
18932422,361281600,SourceToTarget
18932422,1663172653,SourceToTarget
18932422,16273541,SourceToTarget
18932422,104892871,SourceToTarget
18932422,984769730983682048,SourceToTarget
18932422,8123222,SourceToTarget
18932422,91333167,SourceToTarget
18932422,34743251,SourceToTarget
18932422,2348513340,SourceToTarget
18932422,481094172,SourceToTarget
18932422,294599794,SourceToTarget
18932422,267249771,SourceToTarget
18932422,134765219,SourceToTarget
18932422,95013770,SourceToTarget
18932422,11164692,SourceToTarget
18932422,3513474256,SourceToTarget
18932422,524561395,SourceToTarget
18932422,106064139,SourceToTarget
18932422,344725369,SourceToTarget
18932422,63801028,SourceToTarget
18932422,265509561,SourceToTarget
18932422,3085799703,SourceToTarget
18932422,112829445,SourceToTarget
18932422,3236533841,SourceToTarget
18932422,101264703,SourceToTarget
18932422,569790116,SourceToTarget
18932422,337600744,SourceToTarget
18932422,34227622,SourceToTarget
18932422,2816046521,SourceToTarget
18932422,1530894998,SourceToTarget
18932422,55858928,SourceToTarget
18932422,15247794,SourceToTarget
18932422,172260408,SourceToTarget
18932422,48839631,SourceToTarget
18932422,850107536,SourceToTarget
18932422,70266297,SourceToTarget
18932422,16689804,SourceToTarget
18932422,326912209,SourceToTarget
18932422,259403751,SourceToTarget
18932422,19540483,SourceToTarget
18932422,567360618,SourceToTarget
18932422,2880905121,SourceToTarget
18932422,59208209,SourceToTarget
18932422,260768625,SourceToTarget
18932422,111046352,SourceToTarget
18932422,189495871,SourceToTarget
18932422,22072608,SourceToTarget
18932422,561218882,SourceToTarget
18932422,2591662868,SourceToTarget
18932422,22960511,SourceToTarget
18932422,369440364,SourceToTarget
18932422,2493328698,SourceToTarget
18932422,2354616571,SourceToTarget
18932422,452909538,SourceToTarget
18932422,19380829,SourceToTarget
18932422,405384428,SourceToTarget
18932422,14538236,SourceToTarget
18932422,15421904,SourceToTarget
18932422,26000689,SourceToTarget
18932422,88673826,SourceToTarget
18932422,9910992,SourceToTarget
18932422,45389867,SourceToTarget
18932422,773146218,SourceToTarget
18932422,1304717864,SourceToTarget
18932422,460544873,SourceToTarget
18932422,107171037,SourceToTarget
18932422,849649723,SourceToTarget
18932422,342569184,SourceToTarget
18932422,794790254,SourceToTarget
18932422,15089078,SourceToTarget
18932422,14162048,SourceToTarget
18932422,75585288,SourceToTarget
18932422,41098784,SourceToTarget
18932422,15468474,SourceToTarget
18932422,14874480,SourceToTarget
18932422,320603385,SourceToTarget
18932422,93957809,SourceToTarget
18932422,16867526,SourceToTarget
18932422,930340722,SourceToTarget
15750573,203866616,Both
15750573,897568340075479040,Both
15750573,59273937,SourceToTarget
15750573,1148229403,Both
15750573,14749606,SourceToTarget
15750573,14616323,TargetToSource
15750573,1556357336,Both
15750573,778856886,Both
15750573,93781753,TargetToSource
15750573,1111315973125169152,SourceToTarget
15750573,788839271239184385,TargetToSource
15750573,3293206151,TargetToSource
15750573,51023058,Both
15750573,2572511777,TargetToSource
15750573,1972411447,TargetToSource
15750573,369085369,TargetToSource
15750573,1320653768346816512,TargetToSource
15750573,1218287414965350401,TargetToSource
15750573,700064764,Both
15750573,1064203950717583360,TargetToSource
15750573,1084900963306098689,TargetToSource
15750573,1037864733360226304,TargetToSource
15750573,1035807940719112192,TargetToSource
15750573,1023655925742268426,TargetToSource
15750573,1401748656,Both
15750573,959849838212014081,TargetToSource
15750573,636089336,TargetToSource
15750573,390380093,TargetToSource
15750573,844218954088435712,TargetToSource
15750573,194989299,Both
15750573,948483885209477121,TargetToSource
15750573,898161154169679873,TargetToSource
15750573,71502653,TargetToSource
15750573,918798040282091520,TargetToSource
15750573,920563781616496641,TargetToSource
15750573,945020688,Both
15750573,780874432927719424,Both
15750573,903217429555359744,TargetToSource
15750573,899166691652972544,TargetToSource
15750573,896676717603028992,Both
15750573,884047713372975104,TargetToSource
15750573,866900373302378503,TargetToSource
15750573,860098587287588864,Both
15750573,731124359117590528,Both
15750573,859698369765179392,TargetToSource
15750573,85813091,TargetToSource
15750573,2321117354,TargetToSource
15750573,857570979022876672,Both
15750573,2636910597,TargetToSource
15750573,852054291049316352,TargetToSource
15750573,1653261366,Both
15750573,848152044137574401,TargetToSource
15750573,3512256616,TargetToSource
15750573,839446682819563520,TargetToSource
15750573,838141984053284864,TargetToSource
15750573,838131126002728960,TargetToSource
15750573,151581782,TargetToSource
15750573,832361946154401792,TargetToSource
15750573,828683626372009985,TargetToSource
15750573,3030560968,Both
15750573,1377476875,TargetToSource
15750573,4707064313,TargetToSource
15750573,824249522389970944,TargetToSource
15750573,822933216206188544,Both
15750573,14359747,TargetToSource
15750573,806101991109890048,TargetToSource
15750573,717756832240902144,TargetToSource
15750573,796368494342316032,TargetToSource
15750573,787338664477134848,TargetToSource
15750573,790342394675888128,TargetToSource
15750573,780788089966829568,TargetToSource
15750573,789736108896751616,TargetToSource
15750573,2544161559,TargetToSource
15750573,748179418397421568,Both
15750573,780174132,TargetToSource
15750573,68351679,TargetToSource
15750573,744114034660773888,TargetToSource
15750573,65587580,TargetToSource
15750573,398537509,Both
15750573,739565869433524225,TargetToSource
15750573,720750427147341824,TargetToSource
15750573,1904734980,TargetToSource
15750573,3025618094,TargetToSource
15750573,882605036,TargetToSource
15750573,713395522095210496,TargetToSource
15750573,712614852263542784,TargetToSource
15750573,943676329,TargetToSource
15750573,737882640,TargetToSource
15750573,714365137365426176,TargetToSource
15750573,714783310954774529,TargetToSource
15750573,436122215,TargetToSource
15750573,706431707885477888,TargetToSource
15750573,705504146808565760,TargetToSource
15750573,4928034543,TargetToSource
15750573,702513144782950400,TargetToSource
15750573,3237012607,TargetToSource
15750573,1582911193,Both
15750573,4854858064,TargetToSource
15750573,4739335047,TargetToSource
15750573,4718039356,TargetToSource
