source,target,friendship
15750573,3988215194,TargetToSource
15750573,4385501957,TargetToSource
15750573,334516778,TargetToSource
15750573,3892691301,TargetToSource
15750573,3751854082,Both
15750573,520133735,TargetToSource
15750573,3319270312,TargetToSource
15750573,476514758,Both
15750573,469115517,TargetToSource
15750573,406260699,TargetToSource
15750573,3242397351,TargetToSource
15750573,52059998,Both
15750573,1605423500,TargetToSource
15750573,3226059106,Both
15750573,3197088767,TargetToSource
15750573,3165380261,TargetToSource
15750573,1351611290,TargetToSource
15750573,2881046435,TargetToSource
15750573,54541583,TargetToSource
15750573,3007913925,TargetToSource
15750573,2987533553,TargetToSource
15750573,2328843320,TargetToSource
15750573,2900424513,TargetToSource
15750573,2895307672,TargetToSource
15750573,2785709353,Both
15750573,852962413,TargetToSource
15750573,2872651869,TargetToSource
15750573,2797743527,TargetToSource
15750573,517818047,Both
15750573,2803495736,TargetToSource
15750573,628623778,TargetToSource
15750573,487786548,TargetToSource
15750573,2176025565,TargetToSource
15750573,2754814433,TargetToSource
15750573,1728885823,TargetToSource
15750573,2754412213,Both
15750573,2607919231,TargetToSource
15750573,2735046987,TargetToSource
15750573,2714310207,TargetToSource
15750573,436837074,TargetToSource
15750573,202626872,TargetToSource
15750573,377344523,Both
15750573,6979832,TargetToSource
15750573,1004615060,TargetToSource
15750573,2525616956,TargetToSource
15750573,2560958309,TargetToSource
15750573,234070123,Both
15750573,2544647385,Both
15750573,2244880545,Both
15750573,147299961,TargetToSource
15750573,2381066016,TargetToSource
15750573,256353770,TargetToSource
15750573,1497795582,TargetToSource
15750573,1269448278,TargetToSource
15750573,2328954662,Both
15750573,2147987488,Both
15750573,944443345,Both
15750573,348011201,TargetToSource
15750573,1877046548,Both
15750573,358026989,Both
15750573,1934192923,Both
15750573,809193212,TargetToSource
15750573,1677808003,TargetToSource
15750573,1629889939,Both
15750573,1620225060,Both
15750573,1578022897,Both
15750573,1280804221,TargetToSource
15750573,1523858262,TargetToSource
15750573,121492869,TargetToSource
15750573,1109067043,Both
15750573,39721490,TargetToSource
15750573,299659731,Both
15750573,1043021486,Both
15750573,1079473267,TargetToSource
15750573,1284129738,TargetToSource
15750573,375820392,Both
15750573,1074807847,Both
15750573,1202308734,TargetToSource
15750573,184817606,TargetToSource
15750573,1089302341,TargetToSource
15750573,1037384052,Both
15750573,104633187,TargetToSource
15750573,1009253378,TargetToSource
15750573,960887748,Both
15750573,934228950,Both
15750573,904174368,Both
15750573,925220088,TargetToSource
15750573,370102769,Both
15750573,294119630,Both
15750573,851254609,Both
15750573,419946721,TargetToSource
15750573,174991185,Both
15750573,436038865,TargetToSource
15750573,579115459,Both
15750573,803003521,TargetToSource
15750573,8762122,Both
15750573,220017829,TargetToSource
15750573,39618125,TargetToSource
15750573,190161488,Both
15750573,616572834,Both
15750573,586366163,Both
15750573,343998886,Both
15750573,150732625,Both
15750573,624208322,Both
15750573,616564407,Both
15750573,420316063,TargetToSource
15750573,449616976,TargetToSource
15750573,96127287,Both
15750573,577243493,Both
15750573,150346051,Both
15750573,73926321,Both
15750573,479798490,Both
15750573,566703294,Both
15750573,563979425,Both
15750573,441676899,TargetToSource
15750573,293483941,Both
15750573,540985738,Both
15750573,253973566,TargetToSource
15750573,106505501,Both
15750573,555461978,Both
15750573,262236415,Both
15750573,417189950,Both
15750573,482995387,Both
15750573,66821479,TargetToSource
15750573,24932781,TargetToSource
15750573,464907377,TargetToSource
15750573,527454176,Both
15750573,469631198,Both
15750573,394665897,Both
15750573,377571301,Both
15750573,220020080,Both
15750573,67383602,TargetToSource
15750573,304540433,Both
15750573,384759698,TargetToSource
15750573,315707871,Both
15750573,197623145,TargetToSource
15750573,450594910,Both
15750573,403677666,TargetToSource
15750573,409166947,TargetToSource
15750573,176870844,TargetToSource
15750573,277667306,Both
15750573,102609059,TargetToSource
15750573,79764713,TargetToSource
15750573,123678691,TargetToSource
15750573,146116918,TargetToSource
15750573,130667410,TargetToSource
15750573,136142062,TargetToSource
15750573,119406189,TargetToSource
15750573,122408887,TargetToSource
15750573,114782375,TargetToSource
15750573,107751300,TargetToSource
15750573,95745203,TargetToSource
15750573,95267165,TargetToSource
15750573,84854764,TargetToSource
15750573,85700509,TargetToSource
15750573,85428593,TargetToSource
15750573,79128388,TargetToSource
15750573,83566575,TargetToSource
15750573,58558979,TargetToSource
15750573,61187211,TargetToSource
15750573,15657398,TargetToSource
15750573,50607971,TargetToSource
15750573,65468350,TargetToSource
15750573,65423884,TargetToSource
15750573,63051202,TargetToSource
15750573,62952214,TargetToSource
15750573,52671862,TargetToSource
15750573,14183423,TargetToSource
15750573,59913797,TargetToSource
15750573,55612967,TargetToSource
15750573,40903402,TargetToSource
15750573,52414554,TargetToSource
15750573,37139722,TargetToSource
15750573,45101319,TargetToSource
15750573,46092394,TargetToSource
15750573,47567281,TargetToSource
15750573,73343,Both
15750573,33168385,TargetToSource
15750573,33105342,TargetToSource
15750573,46394850,TargetToSource
15750573,16113777,TargetToSource
15750573,46508246,TargetToSource
15750573,25860326,TargetToSource
15750573,20460664,TargetToSource
15750573,26329801,TargetToSource
15750573,43526978,TargetToSource
15750573,40380303,TargetToSource
15750573,24888653,TargetToSource
15750573,15862919,TargetToSource
15750573,42614814,TargetToSource
15750573,36049907,TargetToSource
15750573,38277726,TargetToSource
15750573,32246103,TargetToSource
15750573,44652450,TargetToSource
15750573,44595708,TargetToSource
15750573,26549850,TargetToSource
15750573,37048037,TargetToSource
15750573,39781270,TargetToSource
15750573,39889364,TargetToSource
15750573,43926213,TargetToSource
15750573,43961874,TargetToSource
15750573,30030112,TargetToSource
15750573,34690221,TargetToSource
15750573,43839644,TargetToSource
15750573,36347948,TargetToSource
15750573,37105355,TargetToSource
15750573,33677856,TargetToSource
15750573,19710651,TargetToSource
15750573,28077022,TargetToSource
15750573,26212951,TargetToSource
15750573,17917382,TargetToSource
15750573,27007409,TargetToSource
15750573,28316908,TargetToSource
15750573,27018274,TargetToSource
15750573,16079826,TargetToSource
15750573,17955611,TargetToSource
15750573,20605844,TargetToSource
15750573,19395637,TargetToSource
15750573,18238570,TargetToSource
15750573,15637569,TargetToSource
15750573,16739331,TargetToSource
15750573,16684149,TargetToSource
15750573,16611773,TargetToSource
15750573,7170002,TargetToSource
15750573,14957053,TargetToSource
15750573,12243,TargetToSource
15750573,16136478,TargetToSource
15750573,12486432,TargetToSource
15750573,6107292,TargetToSource
15750573,5869132,TargetToSource
15750573,5894962,TargetToSource
15750573,813286,TargetToSource
15750573,14125868,TargetToSource
15750573,44196397,SourceToTarget
15750573,571202103,SourceToTarget
15750573,718108213078568960,SourceToTarget
15750573,3092629269,SourceToTarget
15750573,41667342,SourceToTarget
15750573,20747847,SourceToTarget
15750573,93618186,SourceToTarget
15750573,59414975,SourceToTarget
15750573,333410580,SourceToTarget
15750573,26280712,SourceToTarget
15750573,348506984,SourceToTarget
15750573,388212968,SourceToTarget
15750573,117652722,SourceToTarget
15750573,1048018930785083392,SourceToTarget
15750573,752743856941125632,SourceToTarget
15750573,791230655367700480,SourceToTarget
15750573,2388819163,SourceToTarget
15750573,406869976,SourceToTarget
15750573,90830802,SourceToTarget
15750573,196476038,SourceToTarget
15750573,705427898749079552,SourceToTarget
15750573,772871943577931776,SourceToTarget
15750573,115180931,SourceToTarget
15750573,14146389,SourceToTarget
15750573,24160034,SourceToTarget
15750573,334678478,SourceToTarget
15750573,224466293,SourceToTarget
15750573,314430404,SourceToTarget
15750573,1935675295,SourceToTarget
15750573,65184105,SourceToTarget
15750573,188233241,SourceToTarget
15750573,142837256,SourceToTarget
15750573,540259669,SourceToTarget
15750573,346742249,SourceToTarget
15750573,2887723143,SourceToTarget
15750573,1023096199,SourceToTarget
15750573,31422403,SourceToTarget
15750573,15578992,SourceToTarget
15750573,316386106,SourceToTarget
15750573,1095972841,SourceToTarget
15750573,354847710,SourceToTarget
15750573,1725341478,SourceToTarget
15750573,38190507,SourceToTarget
15750573,246318475,SourceToTarget
15750573,188723124,SourceToTarget
15750573,29716049,SourceToTarget
15750573,1193486898,SourceToTarget
15750573,506166021,SourceToTarget
15750573,110509537,SourceToTarget
15750573,509162767,SourceToTarget
15750573,253046215,SourceToTarget
15750573,433226744,SourceToTarget
15750573,36094947,SourceToTarget
15750573,334170116,SourceToTarget
15750573,182486010,SourceToTarget
15750573,537014740,SourceToTarget
15750573,16953723,SourceToTarget
15750573,579842788,SourceToTarget
15750573,452570555,SourceToTarget
15750573,132539757,SourceToTarget
15750573,372843212,SourceToTarget
15750573,533315563,SourceToTarget
15750573,483172916,SourceToTarget
15750573,115512512,SourceToTarget
15750573,577430083,SourceToTarget
15750573,192931240,SourceToTarget
15750573,258465487,SourceToTarget
15750573,376297519,SourceToTarget
15750573,66815732,SourceToTarget
15750573,391015835,SourceToTarget
15750573,16310134,SourceToTarget
15750573,50956443,SourceToTarget
15750573,8943,SourceToTarget
15750573,122127763,SourceToTarget
15750573,623111545,SourceToTarget
15750573,19081001,SourceToTarget
15750573,399935607,SourceToTarget
15750573,186404598,SourceToTarget
15750573,15962096,SourceToTarget
15750573,20384956,SourceToTarget
15750573,551653007,SourceToTarget
15750573,271310204,SourceToTarget
15750573,341258707,SourceToTarget
15750573,128213903,SourceToTarget
15750573,456853606,SourceToTarget
15750573,385339360,SourceToTarget
15750573,461578921,SourceToTarget
15750573,32338210,SourceToTarget
15750573,561642136,SourceToTarget
15750573,14583400,SourceToTarget
15750573,175529610,SourceToTarget
15750573,42909798,SourceToTarget
15750573,20887537,SourceToTarget
15750573,546315483,SourceToTarget
15750573,456673160,SourceToTarget
15750573,544360896,Both
15750573,228130177,SourceToTarget
15750573,204387286,SourceToTarget
15750573,284858667,SourceToTarget
15750573,17922590,SourceToTarget
15750573,474233138,SourceToTarget
15750573,216744325,SourceToTarget
15750573,248916795,SourceToTarget
15750573,404376053,SourceToTarget
15750573,485018563,SourceToTarget
15750573,251149608,SourceToTarget
15750573,414978578,SourceToTarget
15750573,485140375,SourceToTarget
15750573,490382218,SourceToTarget
15750573,78577226,SourceToTarget
15750573,72018889,SourceToTarget
15750573,73909361,SourceToTarget
15750573,182799181,SourceToTarget
15750573,16362818,SourceToTarget
15750573,131526573,SourceToTarget
15750573,13533662,SourceToTarget
15750573,52352322,SourceToTarget
15750573,58324434,SourceToTarget
15750573,9507112,SourceToTarget
